Entry,ZM00150402,ZM00148112,ZM00145680,ZM00145534,ZM00146719,ZM00148521,ZM00145440,ZM00146724,ZM00147569,ZM00149514,ZM00145320,ZM00146003,ZM00147122,ZM00145610,ZM00149380,ZM00145459,ZM00145855,ZM00145609,ZM00145942,ZM00149658,ZM00146443,ZM00149932,ZM00145728,ZM00151604,ZM00149572,ZM00145932,ZM00148545,ZM00147201,ZM00145918,ZM00150815,ZM00146706,ZM00145792,ZM00146155,ZM00151124,ZM00150142,ZM00148777,ZM00147536,ZM00150686,ZM00148075,ZM00151189,ZM00145659,ZM00150195,ZM00149054,ZM00150077,ZM00145332,ZM00146998,ZM00151177,ZM00146780,ZM00148225,ZM00149291,ZM00151554,ZM00145887,ZM00147944,ZM00149128,ZM00147397,ZM00146756,ZM00147752,ZM00146026,ZM00149298,ZM00145720,ZM00149430,ZM00150198,ZM00145490,ZM00146238,ZM00150974,ZM00147493,ZM00145731,ZM00148508,ZM00149841,ZM00145830,ZM00148105,ZM00146174,ZM00147008,ZM00145843,ZM00151025,ZM00150834,ZM00146736,ZM00149548,ZM00145637,ZM00151090,ZM00145538,ZM00146275,ZM00148793,ZM00149199,ZM00149897,ZM00148930,ZM00151046,ZM00147407,ZM00145296,ZM00151120,ZM00146946,ZM00151279,ZM00148356,ZM00146830,ZM00145689,ZM00149150,ZM00147512,ZM00151228,ZM00150712,ZM00151578,ZM00150848,ZM00148887,ZM00146791,ZM00149487,ZM00151059,ZM00149735,ZM00145474,ZM00151679,ZM00150319,ZM00150248,ZM00146836,ZM00149673,ZM00149243,ZM00148614,ZM00147873,ZM00148444,ZM00151640,ZM00150826,ZM00146035,ZM00146139,ZM00147513,ZM00146956,ZM00147212,ZM00146582,ZM00148041,ZM00151067,ZM00151545,ZM00147285,ZM00146298,ZM00146166,ZM00147746,ZM00146103,ZM00147604,ZM00147580,ZM00147590,ZM00146430,ZM00148270,ZM00151129,ZM00147143,ZM00151345,ZM00149733,ZM00147613,ZM00146709,ZM00145871,ZM00147965,ZM00148363,ZM00150891,ZM00151343,ZM00148195,ZM00147942,ZM00146330,ZM00148307,ZM00149832,ZM00148345,ZM00148799,ZM00145699,ZM00151391,ZM00151380,ZM00149463,ZM00146212,ZM00148516,ZM00150966,ZM00148261,ZM00149775,ZM00150318,ZM00149351,ZM00150104,ZM00151283,ZM00146727,ZM00148950,ZM00151633,ZM00146341,ZM00145519,ZM00147620,ZM00146744,ZM00147275,ZM00151111,ZM00149419,ZM00150597,ZM00148501,ZM00148125,ZM00145873,ZM00150562,ZM00151209,ZM00149279,ZM00147112,ZM00147240,ZM00145356,ZM00149450,ZM00148893,ZM00145867
33,C_C,G_G,?_?,G_G,G_C,T_C,?_?,G_G,A_T,C_C,T_G,G_G,G_G,?_?,?_?,T_T,?_?,A_C,A_A,A_A,A_A,C_T,T_T,?_?,C_G,A_C,T_A,?_?,A_G,T_C,G_G,?_?,T_C,T_T,T_T,C_C,?_?,?_?,?_?,C_A,A_G,C_C,A_A,G_G,T_T,A_A,C_T,?_?,?_?,?_?,G_A,?_?,?_?,T_C,A_A,T_A,A_G,?_?,G_G,G_C,?_?,C_C,C_G,?_?,A_A,T_T,G_T,?_?,T_T,C_C,T_T,?_?,A_A,?_?,A_A,T_C,?_?,A_C,G_A,C_C,G_C,G_C,T_T,G_G,C_A,A_A,T_G,?_?,?_?,?_?,T_T,G_A,C_C,?_?,?_?,C_C,T_T,T_T,?_?,C_C,A_G,G_C,?_?,C_A,T_T,C_C,A_A,A_G,?_?,G_G,?_?,G_T,A_C,?_?,G_T,G_C,G_G,T_T,A_G,A_A,G_C,A_A,G_G,C_C,T_G,A_A,G_A,G_G,A_C,C_C,?_?,G_G,G_C,?_?,A_A,T_A,A_A,?_?,T_C,A_C,T_A,A_A,A_A,?_?,A_A,A_A,A_A,G_G,A_A,A_G,T_T,T_G,G_C,T_T,C_C,C_C,G_G,C_G,T_T,C_G,T_A,?_?,A_T,?_?,G_G,A_A,T_T,T_T,G_C,G_G,?_?,?_?,T_T,T_C,C_C,G_G,?_?,G_T,C_C,C_G,A_T,T_A,C_G,?_?,C_C,T_T,T_T,?_?,T_T,C_G,G_G
34,C_C,C_G,?_?,G_G,G_C,C_C,?_?,G_G,A_T,C_C,T_G,G_T,G_G,G_C,C_A,T_G,G_T,A_A,T_A,C_A,A_C,T_T,A_A,C_C,C_G,A_A,T_A,A_A,A_G,T_C,G_A,C_C,T_C,?_?,C_C,C_C,G_A,C_A,C_T,C_A,A_G,C_G,A_A,G_G,A_A,C_C,T_T,A_A,T_T,C_C,G_A,C_G,?_?,T_T,A_A,A_A,A_A,?_?,G_T,G_C,G_A,C_A,C_G,T_T,A_A,T_T,G_G,G_C,G_G,C_C,C_T,A_T,A_A,?_?,A_G,T_C,A_A,A_C,G_A,C_C,G_G,C_C,C_C,?_?,C_A,A_A,G_G,C_C,C_C,C_C,T_A,G_A,C_C,C_T,G_G,C_A,C_C,T_C,?_?,A_C,?_?,G_C,C_G,C_A,T_T,A_A,A_A,G_G,?_?,G_G,?_?,G_T,A_C,C_T,T_T,G_G,G_A,T_T,G_G,A_G,G_C,A_C,G_G,G_G,G_G,A_A,A_A,T_T,C_C,C_G,G_G,G_T,G_C,C_T,A_C,T_A,T_T,G_G,T_C,C_C,T_T,A_A,C_C,T_T,A_G,C_C,G_G,T_G,T_A,?_?,T_T,T_G,?_?,T_T,C_T,C_T,G_G,C_C,T_T,G_G,A_A,?_?,A_A,A_A,G_G,A_A,T_T,T_T,?_?,G_G,C_A,G_A,C_C,T_C,C_C,G_G,G_A,G_G,C_C,G_G,A_T,A_A,C_G,A_A,C_T,C_C,T_T,T_T,T_A,G_G,G_G
35,G_G,?_?,T_T,G_G,G_G,C_C,?_?,G_G,A_T,?_?,T_G,?_?,?_?,?_?,C_C,T_T,T_T,A_A,A_A,C_A,A_A,C_T,A_T,C_C,G_G,?_?,?_?,?_?,G_G,T_C,G_A,A_A,T_C,T_T,T_C,C_C,G_G,C_C,C_C,?_?,A_G,C_C,A_C,T_G,T_T,A_A,T_T,?_?,?_?,?_?,G_G,G_G,?_?,?_?,A_A,A_A,?_?,A_A,G_T,C_C,?_?,C_A,C_C,?_?,?_?,T_T,?_?,?_?,T_G,T_C,C_C,?_?,T_A,A_T,A_G,T_C,C_C,C_C,G_A,C_A,C_C,G_C,C_T,G_G,C_A,?_?,G_G,?_?,T_T,?_?,T_T,A_A,C_C,?_?,?_?,C_A,T_C,T_C,T_T,A_A,?_?,?_?,?_?,C_C,?_?,?_?,A_G,A_G,?_?,?_?,?_?,G_T,A_C,?_?,G_T,?_?,?_?,C_T,?_?,A_G,G_C,A_C,C_G,C_G,T_G,A_A,A_A,G_T,C_C,C_G,G_G,G_T,C_C,C_T,A_C,A_A,T_T,T_T,T_T,C_C,A_A,A_A,A_C,?_?,A_G,C_A,?_?,T_T,A_A,?_?,T_A,?_?,?_?,T_T,C_T,C_T,G_A,C_G,?_?,G_G,A_A,?_?,T_T,A_A,G_G,A_A,T_T,T_T,?_?,G_G,?_?,?_?,C_T,T_C,A_C,G_G,?_?,G_T,C_C,G_G,A_T,T_A,C_C,?_?,C_T,T_T,T_T,T_T,T_A,C_G,G_G
36,C_C,?_?,T_T,T_T,G_C,C_C,G_G,G_G,A_T,C_G,T_T,G_T,G_G,G_C,C_A,T_G,G_T,A_C,T_T,C_A,A_A,C_C,A_T,A_C,C_G,A_C,T_A,A_A,A_G,T_T,A_A,C_A,T_C,T_T,T_T,T_C,G_A,C_A,T_T,C_A,A_G,C_C,C_C,T_G,T_A,A_A,C_C,C_A,T_A,T_T,A_A,G_G,C_G,T_C,A_A,T_A,A_G,G_G,G_T,G_C,G_G,C_C,C_G,A_T,A_A,G_T,T_T,G_G,T_G,T_C,C_T,A_T,A_A,A_T,A_A,T_T,C_C,A_C,G_A,C_A,G_C,G_G,C_T,G_A,A_A,G_A,T_G,G_C,C_T,T_C,A_A,G_A,C_C,T_T,T_G,A_A,C_C,T_C,C_T,A_C,A_G,G_C,C_G,C_A,T_T,C_A,G_G,A_G,?_?,T_G,C_G,T_T,A_C,C_T,G_T,G_G,G_G,C_T,A_A,G_G,G_G,C_C,C_G,C_G,T_G,C_A,A_A,G_T,A_C,C_C,T_T,G_T,G_G,C_C,A_C,T_A,A_T,T_G,T_C,A_C,T_A,A_A,A_C,A_T,A_G,C_C,A_G,T_G,T_T,A_G,A_A,T_G,G_C,A_T,T_T,C_T,A_A,C_G,A_A,C_G,T_T,G_G,A_T,A_A,G_G,A_A,T_T,T_T,G_G,G_G,C_C,G_A,C_T,T_C,A_C,A_G,G_A,T_T,C_C,C_G,A_T,T_T,C_G,A_T,C_T,C_C,T_C,G_T,T_A,C_G,T_T
37,G_G,?_?,?_?,T_T,G_G,C_C,C_C,?_?,A_T,C_C,G_G,G_T,G_T,G_G,C_C,G_G,T_T,A_C,A_A,C_A,C_C,C_T,?_?,C_C,C_G,A_C,T_T,G_G,A_G,T_C,A_A,C_A,T_C,T_T,C_C,T_C,G_A,C_C,T_T,C_A,A_A,G_G,C_C,T_G,T_A,A_C,T_T,C_A,T_A,T_T,G_G,G_G,C_G,T_C,A_A,T_T,A_G,A_A,G_T,G_G,G_A,A_A,C_C,A_A,A_G,G_T,G_G,C_C,T_G,T_C,C_T,A_T,A_A,T_T,G_G,T_C,C_C,C_C,G_A,A_A,G_C,G_C,T_T,G_G,A_A,G_A,G_G,G_C,C_T,C_C,A_A,G_G,C_C,C_T,T_G,A_A,C_C,?_?,C_T,A_C,A_G,G_C,C_G,C_C,T_T,A_A,G_G,A_A,?_?,G_G,C_C,T_T,A_C,C_T,T_T,G_C,A_A,C_T,A_A,G_G,G_C,C_C,C_G,C_G,T_G,A_A,A_A,T_T,C_C,C_G,G_G,G_T,G_C,C_T,A_C,T_A,T_T,T_T,T_T,A_C,T_A,A_A,C_C,A_T,A_G,C_A,A_G,T_T,A_A,A_A,A_A,T_G,G_C,?_?,T_T,C_T,A_A,?_?,A_A,C_C,A_A,A_A,A_T,A_A,G_G,A_A,T_T,T_T,C_C,T_T,A_A,G_A,T_T,C_C,A_C,A_G,G_A,G_T,C_C,C_G,A_T,T_T,C_G,A_T,C_T,C_T,T_T,G_T,T_A,C_G,T_T
39,G_G,?_?,?_?,T_T,G_C,T_C,C_C,G_G,A_T,C_C,T_G,?_?,G_T,G_C,C_A,G_G,G_T,A_C,A_A,C_A,A_C,C_T,T_T,A_A,C_C,C_C,T_A,G_A,G_G,C_C,G_A,C_A,T_T,T_T,C_C,T_C,G_G,C_A,T_T,C_A,A_A,C_G,A_C,T_T,T_T,A_A,C_T,A_A,A_A,?_?,G_A,C_G,?_?,C_C,A_A,T_A,G_G,A_A,G_G,C_C,A_A,A_A,C_G,T_T,G_G,G_T,G_G,?_?,G_G,C_C,C_T,T_T,T_A,A_T,G_G,T_C,C_C,A_C,G_A,C_A,C_C,G_C,T_T,G_A,A_A,?_?,T_G,G_G,T_T,C_C,T_A,A_A,C_C,C_T,T_T,A_A,T_C,T_C,T_T,C_C,A_G,?_?,C_C,?_?,T_T,C_C,A_G,A_G,C_T,T_G,G_G,T_T,A_C,C_T,G_T,C_C,G_A,C_C,A_A,A_G,G_C,A_C,G_G,G_G,T_G,C_A,G_A,?_?,A_C,G_G,G_G,G_T,C_C,?_?,A_C,A_A,A_T,?_?,T_C,A_A,A_A,A_A,A_A,?_?,A_G,A_A,A_A,T_T,A_A,A_G,A_A,T_T,?_?,T_T,T_T,C_C,?_?,C_G,?_?,?_?,A_A,A_A,T_T,A_A,G_G,A_A,T_T,T_T,G_C,?_?,A_A,G_G,T_T,C_C,?_?,A_G,G_G,G_G,C_C,G_G,A_T,T_T,C_G,T_T,T_T,T_T,T_T,G_T,T_A,C_G,G_T
40,?_?,G_G,A_A,G_T,G_C,C_C,C_C,G_G,A_T,C_C,T_T,G_T,G_G,G_G,C_A,G_G,G_G,A_A,A_A,C_C,A_C,T_T,T_T,C_C,G_G,A_C,T_A,?_?,A_G,T_C,G_A,C_C,T_T,T_T,C_C,C_C,G_A,A_A,C_T,C_C,G_G,C_G,C_C,T_G,A_A,C_C,C_T,A_A,A_A,?_?,G_A,C_C,C_G,T_C,A_A,T_A,A_G,A_A,G_T,G_C,G_A,A_A,C_G,T_T,?_?,T_T,T_T,?_?,T_G,C_C,C_C,A_T,T_T,A_T,G_G,T_C,A_A,A_A,G_G,C_C,?_?,C_C,C_T,G_G,C_A,A_A,T_G,C_C,T_T,T_C,T_T,A_A,C_C,C_C,T_G,C_C,T_C,T_C,T_T,A_C,A_A,G_C,?_?,A_A,T_T,A_A,G_G,A_G,T_T,G_G,G_G,G_T,C_C,T_T,G_T,G_G,G_A,C_T,G_G,A_A,G_G,A_C,G_G,C_G,T_G,A_A,A_A,T_T,C_C,C_C,G_G,G_T,G_C,C_C,C_C,T_A,T_T,?_?,C_C,C_C,A_A,A_A,C_C,A_T,A_G,C_A,G_G,G_G,A_A,G_G,?_?,G_G,C_C,T_T,C_T,C_T,A_A,C_C,A_A,C_G,A_A,?_?,T_T,T_A,G_G,A_A,T_T,T_T,G_C,T_T,?_?,A_A,C_T,T_C,C_C,G_G,G_A,T_T,C_C,G_G,A_T,A_A,G_G,?_?,C_T,C_T,T_T,T_T,T_A,C_G,G_T
41,?_?,?_?,A_A,G_T,C_C,C_C,C_C,G_G,A_T,C_G,G_G,G_T,G_T,?_?,A_A,T_G,G_G,A_A,T_A,?_?,C_C,T_T,A_T,A_A,G_G,A_C,T_A,?_?,G_G,C_C,?_?,?_?,T_T,T_T,C_C,C_C,?_?,?_?,T_T,C_A,A_G,G_G,C_C,T_T,T_T,A_C,C_T,A_A,?_?,?_?,G_A,G_G,C_G,T_C,A_A,T_A,A_G,A_A,G_G,?_?,A_A,C_C,G_G,?_?,?_?,G_T,G_T,?_?,T_G,T_C,?_?,?_?,T_T,A_T,A_G,T_C,A_A,A_C,G_A,C_A,G_C,C_C,T_T,?_?,C_A,?_?,T_G,G_G,?_?,?_?,T_T,A_A,C_C,?_?,?_?,C_A,C_C,T_C,C_C,A_A,A_G,C_C,?_?,A_A,T_T,C_C,G_G,A_G,T_T,?_?,?_?,G_T,C_C,?_?,G_T,C_C,A_A,C_C,A_G,A_G,G_C,C_C,C_G,C_G,T_T,C_A,A_A,G_G,C_C,C_G,?_?,G_T,G_G,C_T,A_C,T_A,T_T,T_G,C_C,C_C,T_A,A_A,A_A,?_?,A_A,A_A,G_G,G_G,A_A,A_G,A_A,G_G,G_C,A_T,T_T,C_C,A_A,C_C,T_A,G_G,T_T,?_?,A_T,?_?,G_G,A_A,?_?,T_T,C_C,T_T,?_?,?_?,T_T,T_C,A_C,A_G,G_G,G_T,C_C,G_G,T_T,A_A,C_G,T_T,T_T,T_T,T_C,?_?,T_A,C_C,G_T
42,C_C,C_G,T_A,G_T,G_C,T_C,?_?,G_G,A_A,C_G,T_G,G_G,T_T,G_C,C_A,T_G,G_T,A_A,T_A,C_A,C_C,C_T,T_T,A_C,C_G,A_A,A_A,G_A,A_A,T_C,G_G,?_?,T_C,T_T,C_C,T_C,G_A,C_C,C_C,C_A,A_G,G_G,C_C,G_G,T_A,A_A,C_T,C_C,A_A,C_T,A_A,C_C,G_G,T_T,A_A,T_A,A_G,G_A,T_T,G_G,G_A,C_A,C_G,A_A,A_G,G_T,G_T,C_C,T_G,C_C,C_T,A_T,A_A,A_A,A_G,T_T,C_A,A_C,G_A,C_A,G_C,G_C,C_C,G_A,C_C,G_A,T_G,G_G,T_T,T_T,T_A,G_G,C_C,C_T,G_G,C_C,T_T,T_C,C_T,A_C,A_G,G_C,G_G,C_C,T_T,C_A,A_G,A_G,C_T,T_G,C_C,G_G,A_C,C_C,G_G,G_G,A_A,T_T,A_G,A_A,G_G,A_A,G_G,C_G,G_G,C_C,G_A,G_T,A_C,C_C,T_G,G_T,G_C,C_C,C_C,T_A,A_T,T_G,T_T,A_C,A_A,A_A,A_C,A_T,G_G,C_A,A_G,T_G,?_?,A_A,A_A,T_G,G_C,A_A,C_C,T_T,A_A,C_G,T_A,C_C,T_A,A_G,T_T,?_?,G_G,A_A,T_T,T_T,C_C,T_T,A_A,A_A,C_C,T_T,C_C,A_A,G_A,G_T,C_C,C_C,A_T,T_A,C_C,A_A,C_T,C_T,C_C,G_G,A_A,G_G,T_T
43,?_?,?_?,A_A,G_T,G_C,T_C,G_G,G_G,T_T,C_C,G_G,G_G,G_T,?_?,A_A,T_G,T_T,A_C,T_A,A_A,A_C,T_T,T_T,A_A,C_G,A_C,T_A,?_?,A_G,T_C,G_A,?_?,C_C,T_T,C_C,C_C,A_A,C_C,?_?,A_A,A_G,C_G,A_C,T_T,T_T,A_C,C_T,A_A,A_A,?_?,G_A,?_?,G_G,T_C,A_A,T_A,A_G,G_A,G_T,G_C,G_A,C_A,C_G,?_?,A_G,T_T,G_G,?_?,T_G,C_C,T_T,?_?,A_A,A_A,A_G,C_C,C_A,C_C,G_A,C_A,G_C,C_C,C_T,?_?,C_A,?_?,T_G,G_G,C_T,T_T,T_A,G_A,C_C,?_?,?_?,C_A,T_C,C_C,T_T,A_C,G_G,G_C,?_?,C_A,T_T,C_C,A_G,A_G,?_?,T_T,C_G,G_T,A_C,C_C,G_T,G_C,G_A,C_T,A_G,A_G,G_G,A_C,G_G,C_C,T_T,A_A,G_A,G_G,A_C,C_C,?_?,T_T,C_C,T_T,C_C,A_A,A_T,T_T,T_C,A_C,T_A,A_A,A_A,T_T,G_G,A_A,A_A,T_T,T_T,A_A,T_A,?_?,G_C,A_T,C_T,T_T,G_A,C_G,T_A,C_G,T_A,?_?,A_T,T_T,G_G,A_A,T_T,T_T,G_C,T_T,?_?,A_A,C_C,T_T,C_C,G_G,G_A,G_G,C_C,C_G,T_T,T_A,C_C,A_A,T_T,C_T,T_T,T_T,A_A,C_G,G_T
44,C_C,?_?,?_?,G_G,G_G,T_C,G_C,G_G,A_A,?_?,T_G,?_?,?_?,G_G,C_C,T_T,G_T,A_A,A_A,C_C,?_?,C_C,A_T,A_A,?_?,A_C,?_?,G_A,A_A,?_?,A_A,C_C,T_C,?_?,?_?,?_?,G_G,C_A,C_T,C_A,A_A,C_G,A_A,T_T,T_T,A_C,T_T,C_C,T_T,C_C,A_A,C_G,?_?,?_?,A_A,A_A,?_?,A_A,G_G,G_G,G_A,A_A,C_C,A_A,A_A,G_G,G_G,G_C,?_?,T_C,C_T,A_A,A_A,?_?,?_?,?_?,C_C,?_?,G_G,C_C,?_?,G_G,C_T,G_G,C_A,G_A,G_G,G_G,C_C,T_C,T_T,G_G,G_G,C_C,T_T,C_A,C_C,T_T,C_C,A_A,A_G,G_C,C_C,C_A,T_T,?_?,A_A,G_G,?_?,T_G,C_C,?_?,A_C,C_C,T_T,?_?,G_A,C_C,?_?,?_?,?_?,C_C,C_G,C_C,?_?,C_C,G_A,G_G,?_?,C_G,G_G,G_G,C_C,C_C,A_C,?_?,A_T,T_T,T_C,A_C,T_T,A_A,A_A,A_A,A_A,C_C,A_A,T_T,A_A,?_?,T_T,?_?,?_?,A_A,C_T,C_C,G_G,C_C,?_?,C_C,?_?,?_?,A_A,T_A,G_G,A_A,T_T,T_T,G_C,T_T,C_A,G_A,C_T,?_?,A_C,A_A,G_G,G_G,C_C,?_?,A_A,T_T,C_C,A_A,C_T,C_C,T_C,G_G,T_A,C_C,G_G
45,C_G,?_?,?_?,G_T,?_?,T_C,C_C,G_G,T_T,G_G,G_G,G_T,G_T,C_C,A_A,T_G,T_T,A_C,T_A,C_A,C_C,C_T,A_T,A_C,C_G,A_C,T_A,G_A,A_G,C_C,A_A,A_A,T_T,?_?,?_?,C_C,G_A,C_A,C_T,A_A,A_G,G_G,A_A,T_G,A_A,C_C,C_T,C_A,T_A,C_T,G_A,G_G,C_G,T_C,A_A,T_A,A_G,G_A,G_T,G_C,A_A,C_A,G_G,A_T,A_A,T_T,G_T,C_C,?_?,T_C,T_T,T_T,T_T,T_T,A_G,C_C,C_A,C_C,A_A,C_C,G_C,G_C,C_T,A_A,C_A,G_A,T_G,C_C,C_T,C_C,T_T,A_A,C_C,C_C,T_G,A_A,C_C,C_C,C_T,C_C,G_G,C_C,C_G,C_A,T_T,A_A,A_G,A_G,C_T,T_G,?_?,G_T,A_C,C_T,G_T,?_?,A_A,C_T,A_G,A_G,C_C,C_C,?_?,C_G,T_G,C_A,G_A,T_T,C_C,G_G,T_G,T_T,C_C,T_T,A_C,?_?,T_T,?_?,T_C,A_C,T_A,A_A,A_C,T_T,A_G,A_A,A_G,T_G,T_A,?_?,T_T,T_G,G_C,A_T,C_T,C_T,G_G,C_G,T_A,C_G,T_A,A_G,T_T,A_A,G_G,A_A,T_T,T_T,C_C,T_T,A_A,?_?,C_T,T_C,A_C,A_G,G_A,G_T,C_C,C_G,T_T,T_A,C_G,A_T,C_C,C_T,C_C,G_T,T_A,C_C,G_G
46,C_C,?_?,T_A,G_T,C_C,T_C,G_C,G_G,A_T,G_G,T_T,G_G,G_T,?_?,A_A,T_G,G_G,A_C,T_A,C_A,A_C,C_T,T_T,A_A,C_G,A_A,T_A,A_A,A_G,T_C,G_G,C_A,C_C,T_T,T_C,T_T,?_?,C_A,C_C,C_C,G_G,C_G,A_C,G_G,T_T,A_A,C_T,C_A,T_T,?_?,G_A,C_C,C_G,T_T,A_A,A_A,A_A,G_A,G_G,G_C,A_A,C_A,?_?,A_A,A_G,G_G,T_T,G_C,T_G,C_C,C_C,A_T,A_A,A_T,A_G,T_C,C_A,A_A,G_G,C_A,G_G,G_C,T_T,A_A,C_C,A_A,T_G,G_G,C_C,T_T,T_T,G_A,C_C,T_T,G_G,C_C,T_T,C_C,C_T,?_?,A_A,G_C,C_C,C_A,T_T,C_C,A_G,G_G,C_T,T_G,C_G,?_?,A_C,C_T,T_T,G_C,G_A,C_T,G_G,A_A,G_C,A_A,G_G,?_?,G_G,C_A,?_?,G_G,A_C,C_C,G_G,T_T,G_C,C_C,A_C,T_A,A_A,G_G,T_C,A_C,T_T,A_A,A_A,?_?,A_G,A_A,A_A,G_G,T_A,A_G,?_?,T_G,G_C,A_T,C_C,C_T,G_A,C_G,T_A,C_G,T_A,G_G,A_A,T_T,?_?,A_A,T_T,T_T,G_C,G_G,A_A,?_?,T_T,T_T,C_C,A_G,G_G,T_T,C_C,C_G,T_T,T_A,C_G,A_A,T_T,T_T,C_C,G_T,T_A,G_G,T_T
47,G_G,?_?,T_T,?_?,G_C,C_C,?_?,G_G,?_?,C_G,T_T,T_T,G_T,?_?,C_C,G_G,?_?,A_C,T_A,A_A,A_C,C_C,A_A,A_A,C_G,A_C,T_T,G_A,A_G,T_C,G_A,?_?,C_C,T_T,T_C,C_C,?_?,A_A,T_T,C_C,A_A,C_G,C_C,?_?,T_A,A_C,C_T,?_?,?_?,?_?,G_G,G_G,C_G,T_C,A_A,T_T,A_G,G_G,G_G,G_C,?_?,A_A,C_G,T_T,A_A,T_T,G_G,?_?,G_G,T_T,C_C,A_A,A_A,A_A,A_G,T_T,C_C,A_A,?_?,C_A,G_C,G_G,T_T,G_G,C_A,?_?,T_G,?_?,C_C,T_T,?_?,G_A,C_C,T_T,?_?,C_A,T_C,T_T,?_?,A_C,A_A,G_C,C_C,A_A,T_T,C_A,?_?,A_G,T_T,G_G,C_G,?_?,C_C,T_T,G_T,G_G,G_A,C_T,A_A,A_G,G_G,A_C,C_C,G_G,T_G,A_A,A_A,T_T,C_C,C_C,G_G,T_T,C_C,C_C,A_C,T_A,T_T,T_T,C_C,C_C,T_A,A_A,A_C,?_?,A_G,C_A,A_G,T_T,?_?,G_G,?_?,G_G,G_C,A_A,C_T,C_C,A_A,G_G,A_A,C_G,T_T,?_?,A_T,T_T,G_G,A_A,T_T,C_T,G_C,G_G,?_?,A_A,C_T,C_C,A_A,G_G,G_G,G_G,C_C,C_C,A_T,T_T,G_G,T_T,C_T,C_T,T_C,T_T,A_A,G_G,G_T
48,C_G,C_C,T_A,G_T,C_C,T_C,C_C,G_G,A_T,C_C,T_G,T_T,G_T,G_G,A_A,T_G,G_T,A_A,T_T,C_C,C_C,T_T,A_T,A_C,C_C,A_A,A_A,?_?,A_G,C_C,G_A,C_C,T_T,T_T,C_C,T_T,G_G,C_A,C_C,C_A,G_G,G_G,A_C,T_T,T_T,A_A,C_T,C_C,T_T,?_?,A_A,C_G,C_C,T_T,A_A,A_A,A_G,G_G,G_G,G_C,A_A,C_A,G_G,?_?,G_G,G_G,T_T,C_C,G_G,T_C,C_T,T_T,T_T,A_T,A_G,T_C,A_A,A_C,G_G,C_A,G_G,C_C,C_T,G_G,C_C,G_A,G_G,G_G,C_C,T_T,T_T,G_A,G_G,C_C,T_T,C_A,T_C,C_C,?_?,C_C,A_G,C_C,C_C,C_A,T_T,C_A,A_G,G_G,T_T,G_G,C_G,G_G,A_C,?_?,T_T,C_C,A_A,C_C,G_G,A_G,G_C,A_C,C_G,G_G,T_T,C_C,G_A,G_T,C_C,C_G,T_T,T_T,G_C,C_T,A_A,T_T,T_T,G_G,T_C,A_C,T_T,A_A,A_C,A_A,A_A,C_A,A_A,G_G,T_A,A_A,A_A,T_G,C_C,A_T,C_T,C_C,A_A,C_C,T_A,C_G,T_A,?_?,A_A,T_A,G_G,A_A,T_T,T_T,C_C,T_T,A_A,G_A,C_T,T_C,A_C,A_A,G_G,T_T,C_C,C_G,T_T,A_A,C_G,T_T,C_C,C_T,T_T,G_G,T_T,C_G,T_T
50,?_?,C_C,T_A,G_G,G_G,T_C,?_?,G_G,A_A,C_G,T_G,G_G,G_T,G_G,?_?,T_T,?_?,A_A,T_T,?_?,A_C,C_T,T_T,A_A,C_G,A_A,T_A,?_?,A_G,?_?,G_A,?_?,C_C,?_?,T_T,T_C,?_?,A_A,?_?,?_?,A_G,C_G,A_A,?_?,T_T,A_C,C_T,?_?,?_?,?_?,G_A,?_?,C_C,T_C,A_A,T_T,A_G,?_?,G_G,G_G,G_G,C_C,C_C,?_?,A_G,G_T,G_G,?_?,T_T,T_C,?_?,A_A,T_A,T_T,A_A,T_T,A_A,A_C,G_A,C_A,G_G,G_C,T_T,?_?,C_C,?_?,T_G,?_?,?_?,?_?,?_?,G_A,C_C,?_?,?_?,A_A,T_C,T_T,?_?,?_?,A_G,G_C,?_?,C_A,T_T,C_C,A_A,A_G,C_T,T_G,C_G,G_G,A_C,?_?,G_T,C_C,?_?,C_T,A_G,G_G,C_C,C_C,C_G,C_C,T_G,C_A,G_A,G_G,A_C,G_G,?_?,G_G,G_G,C_C,A_A,T_T,T_T,?_?,T_C,A_C,T_T,A_A,A_A,?_?,A_A,A_A,?_?,?_?,T_T,A_A,T_A,T_G,G_G,A_A,C_C,C_C,G_G,C_G,T_T,C_C,T_A,?_?,A_A,?_?,G_G,A_A,T_T,T_T,G_C,G_G,?_?,?_?,T_T,T_T,A_C,G_G,G_G,G_T,C_C,C_C,?_?,T_A,C_C,?_?,C_C,T_T,T_C,?_?,T_T,C_G,G_T
